index	hemisphere	x_center	y_center	z_center	lobe	sublobe	power_network	yeo7_network	yeo17_network	SourceAtlasName	SourceAtlasIndex
345	R	6.42	-35.2	51.07	Parietal	precuneus	Cingulo_opercular	7Networks_3	17Networks_11	russome-right	345
346	R	3.09	-37.69	59.64	Parietal	precuneus	Cingulo_opercular	7Networks_4	17Networks_7	russome-right	346
347	R	9.08	-33.79	62.33	Frontal	precuneus	Somatomotor	7Networks_3	17Networks_6	russome-right	347
348	R	9.17	-41.81	65.94	Parietal	superiorparietal	Somatomotor	7Networks_2	17Networks_3	russome-right	348
349	R	12.84	-37.95	71.89	Frontal	superiorparietal	Zero	7Networks_2	17Networks_3	russome-right	349
350	R	8.38	-31.82	76.18	Frontal	superiorparietal	Somatomotor	7Networks_2	17Networks_3	russome-right	350
351	R	8.05	-26.55	69.97	Frontal	postcentral	Somatomotor	7Networks_2	17Networks_3	russome-right	351
352	R	2.19	-25.95	73.12	Frontal	precentral	Somatomotor	7Networks_2	17Networks_3	russome-right	352
353	R	15.14	-12.83	69.99	Frontal	precentral	Somatomotor	7Networks_2	17Networks_3	russome-right	353
354	R	5.66	-17.84	63.77	Frontal	precentral	Somatomotor	7Networks_2	17Networks_3	russome-right	354
355	R	8.59	-7.23	65.13	Frontal	superiorfrontal	Somatomotor	7Networks_4	17Networks_7	russome-right	355
356	R	11.53	3.7	59.87	Frontal	superiorfrontal	Cingulo_opercular	7Networks_4	17Networks_8	russome-right	356
357	R	12.95	-34.24	43.22	Parietal	posteriorcingulate	Cingulo_opercular	7Networks_4	17Networks_8	russome-right	357
358	R	12.27	-27.65	46.7	Parietal	paracentral	Cingulo_opercular	7Networks_4	17Networks_7	russome-right	358
359	R	5.85	-1.81	61.51	Frontal	superiorfrontal	Cingulo_opercular	7Networks_4	17Networks_7	russome-right	359
360	R	23.39	-25.45	61.4	Frontal	postcentral	Somatomotor	7Networks_2	17Networks_3	russome-right	360
361	R	39.08	-18.92	48.4	Frontal	precentral	Somatomotor	7Networks_2	17Networks_3	russome-right	361
362	R	37.9	-8.84	42.96	Frontal	precentral	Somatomotor	7Networks_2	17Networks_3	russome-right	362
363	R	45.31	2.58	42.49	Frontal	precentral	Ventral_Attention	7Networks_4	17Networks_7	russome-right	363
364	R	31.76	5.71	50.16	Frontal	caudalmiddlefrontal	Frontoparietal_1	7Networks_3	17Networks_5	russome-right	364
365	R	25.55	1.34	47.46	Frontal	caudalmiddlefrontal	Frontoparietal_1	7Networks_3	17Networks_12	russome-right	365
366	R	15.91	13.7	48.38	None	superiorfrontal	Frontoparietal 2	7Networks_6	17Networks_13	russome-right	366
367	R	17.23	10.42	59.54	Frontal	superiorfrontal	Frontoparietal_1	7Networks_6	17Networks_13	russome-right	367
368	R	14.84	-24.3	68.19	Frontal	postcentral	Somatomotor	7Networks_2	17Networks_3	russome-right	368
369	R	42.61	-0.72	53.14	Frontal	precentral	Cingulo_opercular	7Networks_2	17Networks_3	russome-right	369
370	R	21.32	-21.76	59.24	Frontal	precentral	Somatomotor	7Networks_2	17Networks_3	russome-right	370
371	R	34.36	-19.81	60.31	Frontal	precentral	Somatomotor	7Networks_2	17Networks_3	russome-right	371
372	R	12.09	-21.03	67.7	Frontal	precentral	Somatomotor	7Networks_2	17Networks_3	russome-right	372
373	R	33.78	-9.51	55.73	Frontal	precentral	Somatomotor	7Networks_2	17Networks_3	russome-right	373
374	R	30.38	-9.96	61.58	Frontal	precentral	Somatomotor	7Networks_2	17Networks_3	russome-right	374
375	R	20.02	-8.08	62.47	Frontal	precentral	Somatomotor	7Networks_2	17Networks_3	russome-right	375
376	R	17.54	-30.37	68.62	Frontal	superiorparietal	Somatomotor	7Networks_2	17Networks_3	russome-right	376
377	R	26.25	-30.7	62.8	Frontal	superiorparietal	Somatomotor	7Networks_2	17Networks_3	russome-right	377
378	R	26.33	-38.42	56.86	Parietal	superiorparietal	Somatomotor	7Networks_2	17Networks_3	russome-right	378
379	R	35.7	-38.06	55.05	Parietal	superiorparietal	Somatomotor	7Networks_2	17Networks_6	russome-right	379
380	R	31.53	-44.18	53.3	Parietal	superiorparietal	Somatomotor	7Networks_3	17Networks_5	russome-right	380
381	R	33.52	-43.64	40.6	Parietal	supramarginal	Frontoparietal_1	7Networks_3	17Networks_12	russome-right	381
382	R	44.73	-50.63	37.54	Parietal	supramarginal	Frontoparietal_1	7Networks_6	17Networks_12	russome-right	382
383	R	36.02	-15.64	35.67	None	postcentral	Somatomotor	7Networks_2	17Networks_4	russome-right	383
384	R	53.6	-19.04	43.1	Parietal	postcentral	Somatomotor	7Networks_2	17Networks_3	russome-right	384
385	R	44.61	-25.49	39.05	Parietal	postcentral	Somatomotor	7Networks_2	17Networks_6	russome-right	385
386	R	51.75	-31.73	47.57	Parietal	supramarginal	Frontoparietal_1	7Networks_4	17Networks_8	russome-right	386
387	R	44.53	-42.18	49.65	Parietal	supramarginal	Frontoparietal_1	7Networks_6	17Networks_12	russome-right	387
388	R	27.66	-34.24	52.43	Parietal	superiorparietal	Somatomotor	7Networks_2	17Networks_3	russome-right	388
389	R	31.62	-32.0	46.59	Parietal	superiorparietal	Somatomotor	7Networks_3	17Networks_6	russome-right	389
390	R	37.74	-30.09	53.0	Parietal	postcentral	Somatomotor	7Networks_2	17Networks_3	russome-right	390
391	R	39.78	-26.76	46.07	Parietal	postcentral	Somatomotor	7Networks_3	17Networks_6	russome-right	391
392	R	53.54	-48.23	38.81	Parietal	supramarginal	Frontoparietal 2	7Networks_6	17Networks_8	russome-right	392
393	R	55.18	-52.15	27.43	Parietal	inferiorparietal	Cingulo_opercular	7Networks_6	17Networks_13	russome-right	393
394	R	51.53	-47.07	16.83	Parietal	bankssts	Cingulo_opercular	7Networks_4	17Networks_14	russome-right	394
395	R	58.82	-41.44	-3.11	Temporal	middletemporal	Frontoparietal_1	7Networks_7	17Networks_17	russome-right	395
396	R	47.67	-39.61	34.84	Parietal	supramarginal	Cingulo_opercular	7Networks_4	17Networks_7	russome-right	396
397	R	48.92	-32.24	24.04	Parietal	supramarginal	Cingulo_opercular	7Networks_4	17Networks_7	russome-right	397
398	R	38.29	-35.75	20.17	Parietal	supramarginal	Cingulo_opercular	7Networks_4	17Networks_7	russome-right	398
399	R	59.34	-28.56	-4.82	Temporal	middletemporal	Frontoparietal 2	7Networks_7	17Networks_17	russome-right	399
400	R	44.51	-26.82	-5.82	Temporal	middletemporal	Cingulo_opercular	7Networks_7	17Networks_17	russome-right	400
401	R	44.73	-26.04	-1.98	Temporal	superiortemporal	Cingulo_opercular	7Networks_7	17Networks_14	russome-right	401
402	R	54.29	-21.56	-1.7	Temporal	superiortemporal	Ventral_Attention	7Networks_2	17Networks_14	russome-right	402
403	R	62.32	-21.88	4.49	Temporal	superiortemporal	Cingulo_opercular	7Networks_2	17Networks_4	russome-right	403
404	R	47.23	-24.08	10.52	Temporal	superiortemporal	Cingulo_opercular	7Networks_2	17Networks_4	russome-right	404
405	R	38.72	-24.75	11.93	Temporal	transversetemporal	Cingulo_opercular	7Networks_2	17Networks_4	russome-right	405
406	R	50.55	-43.84	3.48	Temporal	bankssts	DMN	7Networks_7	17Networks_14	russome-right	406
407	R	46.82	-45.05	20.86	Parietal	inferiorparietal	Cingulo_opercular	7Networks_7	17Networks_14	russome-right	407
408	R	42.25	-44.69	7.48	Temporal	bankssts	Ventral_Attention	7Networks_4	17Networks_14	russome-right	408
409	R	45.53	-34.51	-0.73	Temporal	middletemporal	DMN	7Networks_7	17Networks_17	russome-right	409
410	R	58.73	-44.85	26.36	Parietal	supramarginal	Cingulo_opercular	7Networks_4	17Networks_8	russome-right	410
411	R	54.38	-41.51	12.56	Temporal	bankssts	Cingulo_opercular	7Networks_4	17Networks_14	russome-right	411
412	R	49.74	-40.78	7.52	Temporal	bankssts	Ventral_Attention	7Networks_2	17Networks_14	russome-right	412
413	R	44.0	-34.56	4.51	Temporal	bankssts	Ventral_Attention	7Networks_2	17Networks_14	russome-right	413
414	R	57.24	-37.44	22.76	Parietal	supramarginal	Cingulo_opercular	7Networks_4	17Networks_7	russome-right	414
415	R	55.96	-32.22	13.69	Temporal	superiortemporal	Cingulo_opercular	7Networks_2	17Networks_4	russome-right	415
416	R	63.53	-32.19	6.69	Temporal	superiortemporal	Cingulo_opercular	7Networks_2	17Networks_4	russome-right	416
417	R	39.67	-33.78	14.5	Temporal	superiortemporal	Cingulo_opercular	7Networks_2	17Networks_4	russome-right	417
418	R	33.88	-15.6	11.37	Insula	insula	Somatomotor	7Networks_2	17Networks_4	russome-right	418
419	R	34.74	-21.69	3.51	Insula	insula	Cingulo_opercular	7Networks_2	17Networks_4	russome-right	419
420	R	38.17	-13.61	-4.34	Insula	insula	Cingulo_opercular	7Networks_4	17Networks_7	russome-right	420
421	R	35.73	-1.73	-10.74	Temporal	insula	Cingulo_opercular	FreeSurfer_Defined_Medial_Wall	FreeSurfer_Defined_Medial_Wall	russome-right	421
422	R	38.43	7.27	-16.68	Temporal	superiortemporal	Zero	7Networks_5	17Networks_9	russome-right	422
423	R	45.5	31.93	6.74	Frontal	parstriangularis	Dorsal_Attention	7Networks_4	17Networks_12	russome-right	423
424	R	52.72	23.74	1.8	Frontal	parstriangularis	Ventral_Attention	7Networks_7	17Networks_14	russome-right	424
425	R	40.98	17.38	10.91	Frontal	parstriangularis	Cingulo_opercular	7Networks_4	17Networks_8	russome-right	425
426	R	35.39	13.35	11.0	Frontal	parsopercularis	Cingulo_opercular	7Networks_4	17Networks_7	russome-right	426
427	R	41.97	0.47	6.09	Insula	precentral	Cingulo_opercular	7Networks_4	17Networks_7	russome-right	427
428	R	37.02	-10.86	15.76	Insula	insula	Somatomotor	7Networks_2	17Networks_4	russome-right	428
429	R	43.67	40.29	6.74	Frontal	rostralmiddlefrontal	Cingulo_opercular	7Networks_6	17Networks_8	russome-right	429
430	R	44.79	35.72	-4.48	Frontal	parsorbitalis	Frontoparietal_1	7Networks_7	17Networks_17	russome-right	430
431	R	44.61	25.9	-10.88	Frontal	parsorbitalis	DMN	7Networks_6	17Networks_8	russome-right	431
432	R	34.84	18.05	-12.42	Insula	lateralorbitofrontal	DMN	7Networks_7	17Networks_17	russome-right	432
433	R	28.17	16.93	-9.16	Putamen	lateralorbitofrontal	DMN	7Networks_6	17Networks_8	russome-right	433
434	R	29.65	11.99	-9.59	Putamen	insula	Salience	7Networks_4	17Networks_8	russome-right	434
435	R	37.41	6.2	0.32	Insula	insula	Cingulo_opercular	7Networks_4	17Networks_7	russome-right	435
436	R	37.88	8.35	-5.67	Insula	insula	Salience	7Networks_4	17Networks_7	russome-right	436
437	R	33.64	3.48	7.31	Insula	insula	Cingulo_opercular	7Networks_4	17Networks_7	russome-right	437
438	R	33.98	0.47	12.52	Insula	precentral	Cingulo_opercular	7Networks_4	17Networks_7	russome-right	438
439	R	34.82	16.57	2.73	Insula	insula	Frontoparietal_1	7Networks_4	17Networks_8	russome-right	439
440	R	34.92	20.71	-0.2	Insula	lateralorbitofrontal	Frontoparietal_1	7Networks_6	17Networks_8	russome-right	440
441	R	41.81	24.37	-0.3	Frontal	parstriangularis	Cingulo_opercular	7Networks_4	17Networks_8	russome-right	441
442	R	44.38	21.06	2.32	Frontal	parstriangularis	Cingulo_opercular	7Networks_4	17Networks_8	russome-right	442
443	R	16.83	-39.0	66.34	Parietal	superiorparietal	Somatomotor	7Networks_2	17Networks_3	russome-right	443
444	R	21.6	-44.35	70.2	Parietal	superiorparietal	Cingulo_opercular	7Networks_3	17Networks_6	russome-right	444
445	R	12.21	-49.25	62.55	Parietal	superiorparietal	Somatomotor	7Networks_3	17Networks_6	russome-right	445
446	R	15.96	-54.44	58.92	Parietal	superiorparietal	Visual_2	7Networks_3	17Networks_5	russome-right	446
447	R	16.81	-68.23	55.56	Parietal	superiorparietal	Dorsal_Attention	7Networks_3	17Networks_5	russome-right	447
448	R	15.2	-71.41	44.76	Parietal	superiorparietal	Visual_2	7Networks_3	17Networks_5	russome-right	448
449	R	19.92	-85.86	34.92	Occipital	superiorparietal	Visual_2	7Networks_1	17Networks_1	russome-right	449
450	R	4.16	-54.09	22.98	Parietal	precuneus	Parieto_occipital	7Networks_7	17Networks_16	russome-right	450
451	R	10.8	-65.58	26.5	Parietal	precuneus	Parieto_occipital	7Networks_7	17Networks_16	russome-right	451
452	R	18.06	-68.57	28.36	Parietal	cuneus	Visual_2	7Networks_1	17Networks_2	russome-right	452
453	R	14.33	-75.3	35.58	Parietal	precuneus	Visual_2	7Networks_1	17Networks_2	russome-right	453
454	R	7.35	-83.63	38.74	Occipital	superiorparietal	Visual_2	7Networks_1	17Networks_2	russome-right	454
455	R	15.92	-89.51	23.22	Occipital	superiorparietal	Visual_2	7Networks_1	17Networks_2	russome-right	455
456	R	11.9	-79.58	45.96	Parietal	superiorparietal	Visual_2	7Networks_1	17Networks_2	russome-right	456
457	R	10.19	-62.63	48.91	Parietal	superiorparietal	Medial_Parietal	7Networks_3	17Networks_5	russome-right	457
458	R	4.91	-62.1	56.33	Parietal	superiorparietal	Frontoparietal_1	7Networks_3	17Networks_5	russome-right	458
459	R	3.18	-51.64	59.55	Parietal	superiorparietal	Cingulo_opercular	7Networks_3	17Networks_6	russome-right	459
460	R	4.36	-53.02	45.14	Parietal	precuneus	Frontoparietal_1	7Networks_6	17Networks_11	russome-right	460
461	R	10.58	-61.8	35.49	Parietal	precuneus	Medial_Parietal	7Networks_7	17Networks_11	russome-right	461
462	R	32.25	-78.63	38.83	Parietal	inferiorparietal	Frontoparietal 2	7Networks_6	17Networks_15	russome-right	462
463	R	30.81	-73.07	46.53	Parietal	inferiorparietal	Frontoparietal_1	7Networks_7	17Networks_16	russome-right	463
464	R	40.75	-58.36	48.65	Parietal	inferiorparietal	Frontoparietal_1	7Networks_7	17Networks_13	russome-right	464
465	R	44.18	-54.37	47.32	Parietal	inferiorparietal	Frontoparietal_1	7Networks_6	17Networks_13	russome-right	465
466	R	35.48	-57.49	54.45	Parietal	inferiorparietal	Frontoparietal_1	7Networks_7	17Networks_13	russome-right	466
467	R	30.29	-64.21	52.34	Parietal	inferiorparietal	Frontoparietal_1	7Networks_6	17Networks_13	russome-right	467
468	R	30.89	-51.44	46.52	Parietal	inferiorparietal	Frontoparietal_1	7Networks_6	17Networks_13	russome-right	468
469	R	23.95	-66.09	52.2	Parietal	superiorparietal	Frontoparietal_1	7Networks_3	17Networks_5	russome-right	469
470	R	22.26	-52.66	51.8	Parietal	superiorparietal	Visual_2	7Networks_3	17Networks_5	russome-right	470
471	R	28.85	-51.04	58.65	Parietal	superiorparietal	Somatomotor	7Networks_3	17Networks_5	russome-right	471
472	R	28.3	-46.48	64.84	Parietal	superiorparietal	Cingulo_opercular	7Networks_3	17Networks_6	russome-right	472
473	R	34.45	-85.24	15.45	Occipital	lateraloccipital	Visual_2	7Networks_1	17Networks_1	russome-right	473
474	R	38.94	-81.22	11.25	Occipital	lateraloccipital	Visual_2	7Networks_1	17Networks_1	russome-right	474
475	R	44.7	-74.36	3.4	Occipital	inferiortemporal	Visual_2	7Networks_3	17Networks_5	russome-right	475
476	R	50.1	-61.41	-7.71	Temporal	middletemporal	Frontoparietal_1	7Networks_6	17Networks_12	russome-right	476
477	R	59.31	-54.7	-1.53	Temporal	middletemporal	Frontoparietal_1	7Networks_3	17Networks_6	russome-right	477
478	R	42.68	-65.17	11.06	Occipital	inferiorparietal	Visual_2	7Networks_3	17Networks_5	russome-right	478
479	R	41.09	-76.4	23.86	Parietal	inferiorparietal	Cingulo_opercular	7Networks_1	17Networks_1	russome-right	479
480	R	59.36	-53.75	6.7	Temporal	middletemporal	Frontoparietal_1	7Networks_4	17Networks_14	russome-right	480
481	R	40.72	-65.9	21.72	Parietal	inferiorparietal	Visual_2	7Networks_3	17Networks_5	russome-right	481
482	R	41.17	-70.05	33.52	Parietal	inferiorparietal	Parieto_occipital	7Networks_7	17Networks_15	russome-right	482
483	R	46.97	-56.84	16.72	Parietal	inferiorparietal	DMN	7Networks_7	17Networks_16	russome-right	483
484	R	48.45	-65.2	32.94	Parietal	inferiorparietal	DMN	7Networks_7	17Networks_16	russome-right	484
485	R	37.53	-57.11	30.29	Parietal	inferiorparietal	DMN	7Networks_7	17Networks_16	russome-right	485
486	R	47.74	-59.29	34.18	Parietal	inferiorparietal	Frontoparietal 2	7Networks_7	17Networks_16	russome-right	486
487	R	50.04	-8.51	30.53	Parietal	precentral	Somatomotor	7Networks_2	17Networks_4	russome-right	487
488	R	58.39	-4.18	17.2	Frontal	precentral	Somatomotor	7Networks_2	17Networks_4	russome-right	488
489	R	59.93	-13.02	20.06	Parietal	postcentral	Somatomotor	7Networks_2	17Networks_4	russome-right	489
490	R	48.3	-13.04	14.5	Parietal	postcentral	Cingulo_opercular	7Networks_2	17Networks_4	russome-right	490
491	R	54.21	-35.99	37.38	Parietal	supramarginal	Cingulo_opercular	7Networks_4	17Networks_7	russome-right	491
492	R	55.87	-29.38	37.47	Parietal	supramarginal	Dorsal_Attention	7Networks_4	17Networks_6	russome-right	492
493	R	55.57	-24.41	19.17	Parietal	supramarginal	Cingulo_opercular	7Networks_4	17Networks_7	russome-right	493
494	R	55.91	-27.71	32.01	Parietal	supramarginal	Dorsal_Attention	7Networks_4	17Networks_6	russome-right	494
495	R	59.11	-21.37	29.93	Parietal	supramarginal	Somatomotor	7Networks_4	17Networks_6	russome-right	495
496	R	53.35	-12.7	29.65	Parietal	postcentral	Somatomotor	7Networks_2	17Networks_4	russome-right	496
497	R	46.75	-1.64	35.76	Frontal	precentral	Cingulo_opercular	7Networks_3	17Networks_6	russome-right	497
498	R	33.51	7.51	36.14	Frontal	caudalmiddlefrontal	Cingulo_opercular	7Networks_6	17Networks_12	russome-right	498
499	R	40.13	22.15	37.32	Frontal	rostralmiddlefrontal	Frontoparietal_1	7Networks_6	17Networks_13	russome-right	499
500	R	40.47	31.23	29.01	Frontal	rostralmiddlefrontal	Frontoparietal_1	7Networks_6	17Networks_12	russome-right	500
501	R	52.99	17.95	12.04	Frontal	parstriangularis	Ventral_Attention	7Networks_6	17Networks_17	russome-right	501
502	R	42.88	29.93	19.81	Frontal	parstriangularis	Frontoparietal_1	7Networks_6	17Networks_12	russome-right	502
503	R	47.33	6.35	12.72	Frontal	parsopercularis	Frontoparietal_1	7Networks_4	17Networks_8	russome-right	503
504	R	43.84	22.26	26.9	Frontal	rostralmiddlefrontal	Frontoparietal_1	7Networks_6	17Networks_12	russome-right	504
505	R	52.96	-2.02	8.9	Frontal	precentral	Cingulo_opercular	7Networks_4	17Networks_7	russome-right	505
506	R	45.9	15.56	26.72	Frontal	parsopercularis	Cingulo_opercular	7Networks_6	17Networks_12	russome-right	506
507	R	40.3	6.12	21.11	Frontal	parsopercularis	Frontoparietal_1	7Networks_3	17Networks_12	russome-right	507
508	R	47.34	7.08	29.49	Frontal	precentral	Frontoparietal_1	7Networks_4	17Networks_6	russome-right	508
509	R	38.75	7.63	33.63	Frontal	rostralmiddlefrontal	Frontoparietal_1	7Networks_6	17Networks_12	russome-right	509
510	R	46.64	0.3	26.89	Frontal	precentral	Dorsal_Attention	7Networks_3	17Networks_12	russome-right	510
511	R	34.52	50.91	7.8	Frontal	rostralmiddlefrontal	Frontoparietal_1	7Networks_6	17Networks_13	russome-right	511
512	R	25.99	48.65	-1.93	None	rostralmiddlefrontal	Cingulo_opercular	7Networks_6	17Networks_13	russome-right	512
513	R	10.73	50.53	-16.27	Frontal	lateralorbitofrontal	Frontoparietal_1	7Networks_5	17Networks_10	russome-right	513
